C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_45_898.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_45_898.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_45_898.jpg,0,0,0,0.003954897
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_45_965.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_45_965.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_45_965.jpg,0,0,0,0.00393242
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_035.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_035.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_035.jpg,0,0,0,0.004023167
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_106.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_106.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_106.jpg,0,0,0,0.004007396
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_176.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_176.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_176.jpg,0,0,0,0.003937681
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_251.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_251.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_251.jpg,0,0.0261885,0,0.01524705
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_325.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_325.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_325.jpg,0,0.2764776,0,0.1584461
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_395.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_395.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_395.jpg,0,0.4465917,0,0.4676368
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_468.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_468.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_468.jpg,0,0.685035,0,0.9256091
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_540.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_540.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_540.jpg,0,0.9224818,0,1.603406
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_611.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_611.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_611.jpg,0,1,0,2.232083
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_680.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_680.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_680.jpg,0,0.949481,0,2.971744
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_752.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_752.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_752.jpg,0,0.7559597,0,3.504977
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_823.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_823.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_823.jpg,0,0.5219066,0,4.040402
C:\Users\rowoputi\Downloads\Simulator Training output\IMG\center_2021_06_07_15_24_46_894.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\left_2021_06_07_15_24_46_894.jpg,C:\Users\rowoputi\Downloads\Simulator Training output\IMG\right_2021_06_07_15_24_46_894.jpg,0,0.3512453,0,4.3275
